Chandler,AZ,33.30616,-111.84125,236123
Chapel Hill,NC,35.9132,-79.05584,57233
Charleston,SC,32.77657,-79.93092,120083
Charleston,WV,38.34982,-81.63262,51400
Charlotte,NC,35.22709,-80.84313,731424
Chattanooga,TN,35.04563,-85.30968,167674
Cheektowaga,NY,42.90339,-78.75475,75178
Cherry Hill,NJ,39.93484,-75.03073,70475
Chesapeake,VA,36.81904,-76.27494,222209
Cheyenne,WY,41.13998,-104.82025,59466
Chicago,IL,41.85003,-87.65005,2695598
Chico,CA,39.72849,-121.83748,86187
Chicopee,MA,42.14521,-72.60864,55298
Chino,CA,34.01223,-117.68894,77983
Chino Hills,CA,33.9938,-117.75888,74799
Chula Vista,CA,32.64005,-117.0842,243916
Cicero,IL,41.84559,-87.75394,83891
Cincinnati,OH,39.162,-84.45689,296943
Citrus Heights,CA,38.70712,-121.28106,83301
City of Milford (balance),CT,41.22374,-73.06164,51271
Clarksville,TN,36.52977,-87.35945,132929
Clearwater,FL,27.96585,-82.8001,107685
Cleveland,OH,41.4995,-81.69541,396815
Clifton,NJ,40.85843,-74.16376,84136
Clinton,MI,42.58698,-82.91992,99753
Clovis,CA,36.82523,-119.70292,95631
Coconut Creek,FL,26.25175,-80.17894,52909
College Station,TX,30.62798,-96.33441,93857
Colorado Springs,CO,38.83388,-104.82136,416427
Colton,CA,34.0739,-117.31365,52154
Columbia,MD,39.24038,-76.83942,99615
Columbia,MO,38.95171,-92.33407,108500
Columbia,SC,34.00071,-81.03481,129272
Columbus,GA,32.46098,-84.98771,189885
Columbus,OH,39.96118,-82.99879,787033
Compton,CA,33.89585,-118.22007,96455
Concord,CA,37.97798,-122.03107,122067
Concord,NC,35.40875,-80.57951,79066
Coney Island,NY,40.57788,-73.99403,60000
Conroe,TX,30.31188,-95.45605,56207
Conway,AR,35.0887,-92.4421,58908
Coon Rapids,MN,45.11997,-93.28773,61476
Coral Springs,FL,26.27119,-80.2706,121096
Corona,CA,33.87529,-117.56644,152374
Corpus Christi,TX,27.80058,-97.39638,305215
Corvallis,OR,44.56457,-123.26204,54462
Costa Mesa,CA,33.64113,-117.91867,109960
Council Bluffs,IA,41.26194,-95.86083,62230
Cranston,RI,41.77982,-71.43728,80387
Cupertino,CA,37.323,-122.03218,58302
Dale City,VA,38.63706,-77.31109,65969
Dallas,TX,32.78306,-96.80667,1197816
Daly City,CA,37.70577,-122.46192,101123
Danbury,CT,41.39482,-73.45401,80893
Davenport,IA,41.52364,-90.57764,99685
Davie,FL,26.06287,-80.2331,91992
Davis,CA,38.54491,-121.74052,65622
Daytona Beach,FL,29.21081,-81.02283,61005
Dayton,OH,39.75895,-84.19161,141527
Dearborn Heights,MI,42.33698,-83.27326,57774
Dearborn,MI,42.32226,-83.17631,98153
Decatur,AL,34.60593,-86.98334,55683
Decatur,IL,39.84031,-88.9548,76122
Deerfield Beach,FL,26.31841,-80.09977,75018
Delano,CA,35.76884,-119.24705,53041
Delray Beach,FL,26.46146,-80.07282,60522
Deltona,FL,28.90054,-81.26367,85182
Denton,TX,33.21484,-97.13307,113383
Denver,CO,39.73915,-104.9847,600158
Des Moines,IA,41.60054,-93.60911,203433
Des Plaines,IL,42.03336,-87.8834,58364
Detroit,MI,42.33143,-83.04575,713777
Diamond Bar,CA,34.02862,-117.81034,55544
Dothan,AL,31.22323,-85.39049,65496
Downey,CA,33.94001,-118.13257,111772
Dubuque,IA,42.50056,-90.66457,57637
Duluth,MN,46.78327,-92.10658,86265
Dundalk,MD,39.25066,-76.52052,63597
Durham,NC,35.99403,-78.89862,228330
Eagan,MN,44.80413,-93.16689,64206
East Chattanooga,TN,35.06535,-85.24912,154024
East Hampton,VA,37.03737,-76.33161,147993
East Hartford,CT,41.78232,-72.61203,51252
East Independence,MO,39.09556,-94.35523,110675
East Los Angeles,CA,34.0239,-118.17202,126496
East New York,NY,40.66677,-73.88236,173198
East Norwalk,CT,41.10565,-73.39845,84530
East Orange,NJ,40.76732,-74.20487,64270
East Pensacola Heights,FL,30.42881,-87.17997,54104
Eau Claire,WI,44.81135,-91.49849,65883
Eden Prairie,MN,44.85469,-93.47079,60797
Edinburg,TX,26.30174,-98.16334,77100
Edison,NJ,40.51872,-74.4121,102548
Edmond,OK,35.65283,-97.4781,81405
El Cajon,CA,32.79477,-116.96253,99478
Elgin,IL,42.03725,-88.28119,108188
Elizabeth,NJ,40.66399,-74.2107,124969
Elk Grove,CA,38.4088,-121.37162,153015
Elkhart,IN,41.68199,-85.97667,50949
Ellicott City,MD,39.26733,-76.79831,65834
El Monte,CA,34.06862,-118.02757,113475
El Paso,TX,31.75872,-106.48693,649121
Elyria,OH,41.36838,-82.10765,54533
Enchanted Hills,NM,35.33676,-106.59296,87521
Encinitas,CA,33.03699,-117.29198,59518
Enterprise,NV,36.02525,-115.24194,108481
Erie,PA,42.12922,-80.08506,101786
Escondido,CA,33.11921,-117.08642,143911
Eugene,OR,44.05207,-123.08675,156185
Euless,TX,32.83707,-97.08195,51277
Evanston,IL,42.04114,-87.69006,74486
Evansville,IN,37.97476,-87.55585,117429
Everett,WA,47.97898,-122.20208,103019
Fairfield,CA,38.24936,-122.03997,105321
Fairfield,CT,41.14121,-73.26373,59052
Fall River,MA,41.70149,-71.15505,88857
Fargo,ND,46.87719,-96.7898,105549
Farmington Hills,MI,42.48531,-83.37716,79740
Fayetteville,AR,36.06258,-94.15743,73580
Fayetteville,NC,35.05266,-78.87836,200564
Federal Way,WA,47.32232,-122.31262,89306
Fishers,IN,39.95559,-86.01387,76794
Flagami,FL,25.76232,-80.31616,50834
Flagstaff,AZ,35.19807,-111.65127,65870
Flint,MI,43.01253,-83.68746,102434
Florence-Graham,CA,33.96772,-118.24438,63387
Florissant,MO,38.78922,-90.32261,52158
Flower Mound,TX,33.01457,-97.09696,64669
Folsom,CA,38.67796,-121.17606,72203
Fontana,CA,34.09223,-117.43505,196069
Fort Collins,CO,40.58526,-105.08442,143986
Fort Lauderdale,FL,26.12231,-80.14338,165521
Fort Myers,FL,26.62168,-81.84059,62298
Fort Smith,AR,35.38592,-94.39855,86209
Fort Wayne,IN,41.1306,-85.12886,253691
Fort Worth,TX,32.72541,-97.32085,741206
Fountainebleau,FL,25.77288,-80.34783,59764
Fountain Valley,CA,33.70918,-117.95367,55313
Framingham Center,MA,42.29732,-71.43701,65413
Framingham,MA,42.27926,-71.41617,68318
Franklin,TN,35.92506,-86.86889,62487
Frederick,MD,39.41427,-77.41054,65239
Fremont,CA,37.54827,-121.98857,214089
Fresno,CA,36.74773,-119.77237,494665
Frisco,TX,33.15067,-96.82361,116989
Fullerton,CA,33.87029,-117.92534,135161
Gainesville,FL,29.65163,-82.32483,124354
Gaithersburg,MD,39.14344,-77.20137,59933
Gardena,CA,33.88835,-118.30896,58829
Garden Grove,CA,33.77391,-117.94145,170883
Garland,TX,32.91262,-96.63888,226876
Gary,IN,41.59337,-87.34643,80294
Gastonia,NC,35.26208,-81.1873,71741
Germantown,MD,39.17316,-77.27165,86395
Gilbert,AZ,33.35283,-111.78903,208453
Glen Burnie,MD,39.16261,-76.62469,67639
Glendale,AZ,33.53865,-112.18599,226721
Glendale,CA,34.14251,-118.25508,191719
Glendora,CA,34.13612,-117.86534,50073
Goodyear,AZ,33.43532,-112.35821,65275
Grand Forks,ND,47.92526,-97.03285,52838
Grand Junction,CO,39.06387,-108.55065,58566
Grand Prairie,TX,32.74596,-96.99778,175396
Grand Rapids,MI,42.96336,-85.66809,188040
Great Falls,MT,47.50024,-111.30081,58505
Greeley,CO,40.42331,-104.70913,92889
Green Bay,WI,44.51916,-88.01983,104057
Greenburgh,NY,41.03288,-73.84291,86764
Greensboro,NC,36.07264,-79.79198,269666
Greenville,NC,35.61266,-77.36635,84554
Greenville,SC,34.85262,-82.39401,58409
Gresham,OR,45.49818,-122.43148,105594
Gulfport,MS,30.36742,-89.09282,67793
Hacienda Heights,CA,33.99307,-117.96868,54038
Hamden,CT,41.39593,-72.89677,59847
Hamilton,OH,39.3995,-84.56134,62477
Hammond,IN,41.58337,-87.50004,80830
Hampton,VA,37.02987,-76.34522,137436
Hanford,CA,36.32745,-119.64568,53967
Harlingen,TX,26.19063,-97.6961,64849
Hartford,CT,41.76371,-72.68509,124775
Haverhill,MA,42.7762,-71.07728,60879
Hawthorne,CA,33.9164,-118.35257,84293
Hayward,CA,37.66882,-122.0808,144186
Hemet,CA,33.74752,-116.97197,78657
Hempstead,NY,40.70621,-73.61874,53891
Henderson,NV,36.0397,-114.98194,257729
Hendersonville,TN,36.30477,-86.62,51372
Hesperia,CA,34.42639,-117.30088,90173
Hialeah,FL,25.8576,-80.27811,224669
Highland,CA,34.12834,-117.20865,53104
Highlands Ranch,CO,39.55388,-104.96943,96713
High Point,NC,35.95569,-80.00532,104371
Hillsboro,OR,45.52289,-122.98983,91611
Hoboken,NJ,40.74399,-74.03236,50005
Hoffman Estates,IL,42.04281,-88.0798,51895
Hollywood,CA,34.09834,-118.32674,167664
Hollywood,FL,26.0112,-80.14949,140768
Homestead,FL,25.46872,-80.47756,60512
Honolulu,HI,21.30694,-157.85833,371657
Hoover,AL,33.40539,-86.81138,81619
Houston,TX,29.76328,-95.36327,2099451
Huntington Beach,CA,33.6603,-117.99923,189992
Huntington Park,CA,33.98168,-118.22507,58114
Huntsville,AL,34.73037,-86.5861,180105
Idaho Falls,ID,43.46658,-112.03414,56813
Independence,MO,39.09112,-94.41551,116830
Indianapolis,IN,39.76838,-86.15804,829718
Indio,CA,33.72058,-116.21556,76036
Inglewood,CA,33.96168,-118.35313,109673
Iowa City,IA,41.66113,-91.53017,67862
Irondequoit,NY,43.2134,-77.57972,51692
Ironville,KY,38.45647,-82.69238,288649
Irvine,CA,33.66946,-117.82311,212375
Irvington,NJ,40.73232,-74.23487,61323
Irving,TX,32.81402,-96.94889,216290
Jackson,MS,32.29876,-90.18481,173514
Jackson,NJ,39.7765,-74.86238,54856
Jackson,TN,35.61452,-88.81395,65211
Jacksonville,FL,30.33218,-81.65565,821784
Jacksonville,NC,34.75405,-77.43024,70145
Jamaica,NY,40.69149,-73.80569,216866
Janesville,WI,42.68279,-89.01872,63575
Jersey City,NJ,40.72816,-74.07764,247597
Johns Creek,GA,34.02893,-84.19858,76728
Johnson City,TN,36.31344,-82.35347,63152
Joliet,IL,41.52503,-88.08173,147433
Jonesboro,AR,35.8423,-90.70428,67263
Joplin,MO,37.08423,-94.51328,50150
Jupiter,FL,26.93422,-80.09421,55156
Kalamazoo,MI,42.29171,-85.58723,74262
Kansas City,KS,39.11417,-94.62746,145786
Kansas City,MO,39.09973,-94.57857,459787
Kendale Lakes,FL,25.70816,-80.407,56148
Kendall,FL,25.67927,-80.31727,75371
Kenner,LA,29.99409,-90.24174,66702
Kennewick,WA,46.21125,-119.13723,73917
Kenosha,WI,42.58474,-87.82119,99218
Kent,WA,47.38093,-122.23484,92411
Kettering,OH,39.6895,-84.16883,56163
Killeen,TX,31.11712,-97.7278,127921
Kissimmee,FL,28.30468,-81.41667,59682
Knoxville,TN,35.96064,-83.92074,178874
La Crosse,WI,43.80136,-91.23958,51320
Lafayette,IN,40.4167,-86.87529,67140
Lafayette,LA,30.22409,-92.01984,120623
Laguna Niguel,CA,33.52253,-117.70755,62979
La Habra,CA,33.93196,-117.94617,60239
Lake Charles,LA,30.21309,-93.2044,71993
Lake Elsinore,CA,33.66808,-117.32726,51821
Lake Forest,CA,33.64697,-117.68922,77264
Lake Havasu City,AZ,34.4839,-114.32245,52527
Lakeland,FL,28.03947,-81.9498,97422
Lakeville,MN,44.64969,-93.24272,55954
Lakewood,CA,33.85363,-118.13396,80048
Lakewood,CO,39.70471,-105.08137,142980
Lakewood,NJ,40.09789,-74.21764,53805
Lakewood,OH,41.48199,-81.79819,52131
Lakewood,WA,47.17176,-122.51846,58163
La Mesa,CA,32.76783,-117.02308,57065
Lancaster,CA,34.69804,-118.13674,156633
Lancaster,PA,40.03788,-76.30551,59322
Lansing,MI,42.73254,-84.55553,114297
Laredo,TX,27.50641,-99.50754,236091
Largo,FL,27.90947,-82.78732,77648
Las Cruces,NM,32.31232,-106.77834,97618
Las Vegas,NV,36.17497,-115.13722,583756
Lauderhill,FL,26.14036,-80.21338,66887
Lawrence,KS,38.97167,-95.23525,87643
Lawrence,MA,42.70704,-71.16311,76377
Lawton,OK,34.60869,-98.39033,96867
Layton,UT,41.06022,-111.97105,67311
League City,TX,29.50745,-95.09493,83560
Lees Summit,MO,38.91084,-94.38217,91364
Lehigh Acres,FL,26.62535,-81.6248,86784
Levittown,NY,40.72593,-73.51429,51881
Levittown,PA,40.15511,-74.82877,52983
Lewisville,TX,33.04623,-96.99417,95290
Lexington-Fayette,KY,38.0498,-84.45855,295803
Lexington,KY,37.98869,-84.47772,225366
Lincoln,NE,40.8,-96.66696,258379
Little Rock,AR,34.74648,-92.28959,193524
Livermore,CA,37.68187,-121.76801,80968
Livonia,MI,42.36837,-83.35271,96942
Lodi,CA,38.1302,-121.27245,62134
Long Beach,CA,33.76696,-118.18923,462257
Longmont,CO,40.16721,-105.10193,86270
Longview,TX,32.5007,-94.74049,80455
Lorain,OH,41.45282,-82.18237,64097
Los Angeles,CA,34.05223,-118.24368,3792621
Louisville,KY,38.25424,-85.75941,243639
Loveland,CO,40.39776,-105.07498,66859
Lowell,MA,42.63342,-71.31617,106519
Lubbock,TX,33.57786,-101.85517,229573
Lynchburg,VA,37.41375,-79.14225,75568
Lynn,MA,42.46676,-70.94949,90329
Lynwood,CA,33.93029,-118.21146,69772
Macon,GA,32.84069,-83.6324,91351
Madera,CA,36.96134,-120.06072,61416
Madison,WI,43.07305,-89.40123,233209
Malden,MA,42.4251,-71.06616,59450
Manchester,NH,42.99564,-71.45479,109565
Manhattan,KS,39.18361,-96.57167,52281
Manhattan,NY,40.78343,-73.96625,1487536
Mansfield,TX,32.56319,-97.14168,56368
Manteca,CA,37.79743,-121.21605,67096
Maple Grove,MN,45.07246,-93.45579,61567
Margate,FL,26.24453,-80.20644,53284
Marietta,GA,33.9526,-84.54993,56579
Marysville,WA,48.05176,-122.17708,60020
McAllen,TX,26.20341,-98.23001,129877
McKinney,TX,33.19762,-96.61527,131117
Meads,KY,38.41258,-82.70905,288649
Medford,MA,42.41843,-71.10616,56173
Medford,OR,42.32652,-122.87559,74907
Melbourne,FL,28.08363,-80.60811,76068
Memphis,TN,35.14953,-90.04898,646889
Menifee,CA,33.72835,-117.14642,77519
Merced,CA,37.30216,-120.48297,78958
Meriden,CT,41.53815,-72.80704,60868
Meridian,ID,43.61211,-116.39151,75092
Mesa,AZ,33.42227,-111.82264,439041
Mesquite,TX,32.7668,-96.59916,139824
Metairie,LA,29.98409,-90.15285,138481
Metairie Terrace,LA,29.97854,-90.16396,142489
Miami Beach,FL,25.79065,-80.13005,87779
Miami,FL,25.77427,-80.19366,399457
Miami Gardens,FL,25.94204,-80.2456,107167
Midland,TX,31.99735,-102.07791,111147
Midwest City,OK,35.44951,-97.3967,54371
Milford,CT,41.22232,-73.0565,52759
Millcreek,UT,40.68689,-111.87549,62139
Milpitas,CA,37.42827,-121.90662,66790
Milwaukee,WI,43.0389,-87.90647,594833
Minneapolis,MN,44.97997,-93.26384,382578
Minnetonka Mills,MN,44.94107,-93.4419,50117
Miramar,FL,25.98731,-80.23227,122041
Mission,TX,26.21591,-98.32529,77058
Mission Viejo,CA,33.60002,-117.672,93305
Missoula,MT,46.87215,-113.994,66788
Missouri City,TX,29.61857,-95.53772,67358
Mobile,AL,30.69436,-88.04305,195111
Modesto,CA,37.6391,-120.99688,201165
Montebello,CA,34.00946,-118.10535,62500
Monterey Park,CA,34.06251,-118.12285,60269
Montgomery,AL,32.36681,-86.29997,205764
Moore,OK,35.33951,-97.4867,55081
Moreno Valley,CA,33.93752,-117.23059,193365
Mountain View,CA,37.38605,-122.08385,74066
Mount Pleasant,SC,32.79407,-79.86259,67843
Mount Prospect,IL,42.06642,-87.93729,54167
Mount Vernon,NY,40.9126,-73.83708,67292
Muncie,IN,40.19338,-85.38636,70085
Murfreesboro,TN,35.84562,-86.39027,108755
Murrieta,CA,33.55391,-117.21392,103466
Nampa,ID,43.54072,-116.56346,81557
Napa,CA,38.29714,-122.28553,76915
Naperville,IL,41.78586,-88.14729,141853
Nashua,NH,42.76537,-71.46757,86494
Nashville,TN,36.16589,-86.78444,530852
National City,CA,32.67811,-117.0992,58582
Newark,NJ,40.73566,-74.17237,277140
New Bedford,MA,41.63622,-70.9342,95072
New Braunfels,TX,29.703,-98.12445,57740
New Britain,CT,41.66121,-72.77954,73206
New Brunswick,NJ,40.48622,-74.45182,55181
New Haven,CT,41.30815,-72.92816,129779
New Orleans,LA,29.95465,-90.07507,343829
Newport Beach,CA,33.61891,-117.92895,85186
Newport News,VA,36.97876,-76.428,180719
New Rochelle,NY,40.91149,-73.78235,77062
New South Memphis,TN,35.08676,-90.05676,641608
Newton,MA,42.33704,-71.20922,85146
New York City,NY,40.71427,-74.00597,8175133
Niagara Falls,NY,43.0945,-79.05671,50193
Noblesville,IN,40.04559,-86.0086,51969
Norfolk,VA,36.84681,-76.28522,242803
Normal,IL,40.5142,-88.99063,52497
Norman,OK,35.22257,-97.43948,110925
North Bergen,NJ,40.80427,-74.01208,63484
North Charleston,SC,32.85306,-79.97463,97471
North Chicopee,MA,42.18343,-72.59953,55179
North Glendale,CA,34.16056,-118.26452,203201
North Hollywood,CA,34.17223,-118.37897,77848
North La Crosse,WI,43.84635,-91.24819,50470
North Las Vegas,NV,36.19886,-115.1175,216961
North Little Rock,AR,34.76954,-92.26709,62304
North Miami,FL,25.89009,-80.18671,58786
North Peoria,IL,40.71754,-89.58426,113004
North Port,FL,27.04422,-82.23593,57357
North Richland Hills,TX,32.8343,-97.2289,63343
Northridge,CA,34.22834,-118.53675,68469
North Stamford,CT,41.13815,-73.54346,121230
Norwalk,CA,33.90224,-118.08173,105549
Norwalk,CT,41.1176,-73.4079,85603
Novato,CA,38.10742,-122.5697,51904
Novi,MI,42.48059,-83.47549,55224
Oakland,CA,37.80437,-122.2708,390724
Oak Lawn,IL,41.71087,-87.75811,56690
Oak Park,IL,41.88503,-87.7845,51878
Ocala,FL,29.1872,-82.14009,56315
Oceanside,CA,33.19587,-117.37948,167086
Odessa,TX,31.84568,-102.36764,99940
O'Fallon,MO,38.81061,-90.69985,79329
Ogden,UT,41.223,-111.97383,82825
Oklahoma City,OK,35.46756,-97.51643,579999
Olathe,KS,38.8814,-94.81913,125872
Omaha,NE,41.25861,-95.93779,408958
Ontario,CA,34.06334,-117.65089,163924
Orange,CA,33.78779,-117.85311,136416
Orem,UT,40.2969,-111.69465,88328
Orlando,FL,28.53834,-81.37924,238300
Orland Park,IL,41.63031,-87.85394,56767
Oshkosh,WI,44.02471,-88.54261,66083
Overland Park,KS,38.98223,-94.67079,173372
Owensboro,KY,37.77422,-87.11333,57265
Oxnard,CA,34.1975,-119.17705,197899
Oxnard Shores,CA,34.19084,-119.2415,187235
Palatine,IL,42.1103,-88.03424,68557
Palm Bay,FL,28.03446,-80.58866,103190
Palm Coast,FL,29.58497,-81.20784,75180
Palmdale,CA,34.57943,-118.11646,152750
Palm Harbor,FL,28.07807,-82.76371,57439
Palo Alto,CA,37.44188,-122.14302,64403
Paradise,NV,36.09719,-115.14666,223167
Paramount,CA,33.88946,-118.15979,54098
Parma,OH,41.40477,-81.72291,81601
Parsippany,NJ,40.85788,-74.42599,51144
Pasadena,CA,34.14778,-118.14452,137122
Pasadena,TX,29.69106,-95.2091,149043
Pasco,WA,46.23958,-119.10057,59781
Passaic,NJ,40.85677,-74.12848,69781
Paterson,NJ,40.91677,-74.17181,146199
Pawtucket,RI,41.87871,-71.38256,71148
Peabody,MA,42.52787,-70.92866,51251
Pearland,TX,29.56357,-95.28605,91252
Pembroke Pines,FL,26.00315,-80.22394,154750
Pensacola,FL,30.42131,-87.21691,51923
Peoria,AZ,33.5806,-112.23738,154065
Peoria,IL,40.69365,-89.58899,115007
Perris,CA,33.78252,-117.22865,68386
Perth Amboy,NJ,40.50677,-74.26542,50814
Petaluma,CA,38.23242,-122.63665,57941
Pharr,TX,26.1948,-98.18362,70400
Philadelphia,PA,39.95234,-75.16379,1526006
Phoenix,AZ,33.44838,-112.07404,1445632
Pico Rivera,CA,33.98307,-118.09674,62942
Pine Hills,FL,28.55778,-81.4534,60076
Piscataway,NJ,40.49927,-74.39904,56044
Pittsburg,CA,38.02798,-121.88468,63264
Pittsburgh,PA,40.44062,-79.99589,305704
Placentia,CA,33.87224,-117.87034,50533
Plano,TX,33.01984,-96.69889,259841
Plantation,FL,26.13421,-80.23184,84955
Pleasanton,CA,37.66243,-121.87468,70285
Plymouth,MN,45.01052,-93.45551,70576
Pocatello,ID,42.8713,-112.44553,54255
Poinciana,FL,28.14029,-81.45841,53193
Pomona,CA,34.05529,-117.75228,149058
Pompano Beach,FL,26.23786,-80.12477,99845
Pontiac,MI,42.63892,-83.29105,59515
Port Arthur,TX,29.89883,-93.92878,53818
Port Charlotte,FL,26.97617,-82.09064,54392
Porterville,CA,36.06523,-119.01677,54165
Portland,ME,43.66147,-70.25533,66194
Portland,OR,45.52345,-122.67621,583776
Port Orange,FL,29.13832,-80.99561,56048
Port Saint Lucie,FL,27.29393,-80.35033,164603
Portsmouth Heights,VA,36.82098,-76.36883,99049
Portsmouth,VA,36.83543,-76.29827,95535
Providence,RI,41.82399,-71.41283,178042
Provo,UT,40.23384,-111.65853,112488
Pueblo,CO,38.25445,-104.60914,106595
Quincy,MA,42.25288,-71.00227,92271
Racine,WI,42.72613,-87.78285,78860
Raleigh,NC,35.7721,-78.63861,403892
Rancho Cordova,CA,38.58907,-121.30273,64776
Rancho Cucamonga,CA,34.1064,-117.59311,165269
Rapid City,SD,44.08054,-103.23101,67956
Reading,PA,40.33565,-75.92687,88082
Redding,CA,40.58654,-122.39168,89861
Redlands,CA,34.05557,-117.18254,68747
Redmond,WA,47.67399,-122.12151,54144
Redondo Beach,CA,33.84918,-118.38841,66748
Redwood City,CA,37.48522,-122.23635,76815
Reno,NV,39.52963,-119.8138,225221
Renton,WA,47.48288,-122.21707,90927
Reston,VA,38.96872,-77.3411,58404
